37,Jabeni,5,0,3
37,Tiva,5,0,1
37,Kalokalo,13,1,4
38,Manu,9,0,3
38,Kama,9,0,2
38,Manu,5,0,2
38,Kama,5,0,1
38,Lesu,5,0,0
38,Vata,14,1,3
39,Lairo,10,0,5
39,Vokai,10,0,4
39,Lairo,8,0,4
39,Vokai,8,0,3
39,Lumuwaku,13,1,7
40,Dakal,10,0,2
40,Sele,10,0,3
40,Yara,5,0,0
40,Dakal,5,0,1
40,Sele,5,0,3
40,Koru,13,1,3
41,Yase,6,0,2
41,Ua,6,0,4
41,Luvu,6,0,4
41,Viakana,12,1,7
42,Taku,6,0,3
42,Ika,6,0,4
42,Vati,6,0,4
42,Kula Kula,12,1,8
